# offset relative_offset cap_id vs_cap_id value
0x02e3  484 0x05 0x06 0x00000000
0x02e4  485 0x05 0x06 0x00000000
0x02e5  486 0x05 0x06 0x00000000
0x02e6  487 0x05 0x06 0x00000000
0x02e7  488 0x05 0x06 0x00000000
0x02e8  489 0x05 0x06 0x00000000
0x02e9  490 0x05 0x06 0x00000000
0x02ea  491 0x05 0x06 0x00000000
0x02eb  492 0x05 0x06 0x00000000
0x02ec  493 0x05 0x06 0x00000000
0x02ed  494 0x05 0x06 0x00000000
0x02ee  495 0x05 0x06 0x00000000
0x02ef  496 0x05 0x06 0x00000000
0x02f0  497 0x05 0x06 0x00000000
0x02f1  498 0x05 0x06 0x00000000
0x02f2  499 0x05 0x06 0x00000000
0x02f3  500 0x05 0x06 0x00001a1a
0x02f4  501 0x05 0x06 0x00000000
0x02f5  502 0x05 0x06 0x00000000
0x02f6  503 0x05 0x06 0x00000000
0x02f7  504 0x05 0x06 0x00000000
0x02f8  505 0x05 0x06 0x00000000
0x02f9  506 0x05 0x06 0x00002222
0x02fa  507 0x05 0x06 0xc0000000
0x02fb  508 0x05 0x06 0x00000000
0x02fc  509 0x05 0x06 0x00000000
0x02fd  510 0x05 0x06 0x00000000
0x02fe  511 0x05 0x06 0x00000000
0x02ff  512 0x05 0x06 0x00010000
0x0300  513 0x05 0x06 0x00000000
0x0301  514 0x05 0x06 0x00000000
0x0302  515 0x05 0x06 0x00000000
0x0303  516 0x05 0x06 0x00000000
0x0304  517 0x05 0x06 0x00000000
0x0305  518 0x05 0x06 0x00000000
0x0306  519 0x05 0x06 0x00000000
0x0307  520 0x05 0x06 0x00000000
0x0308  521 0x05 0x06 0x00000000
0x0309  522 0x05 0x06 0x00000000
0x030a  523 0x05 0x06 0x00000000
0x030b  524 0x05 0x06 0x00000000
0x030c  525 0x05 0x06 0x00000000
0x030d  526 0x05 0x06 0x00000000
0x030e  527 0x05 0x06 0x00000000
0x030f  528 0x05 0x06 0x00000000
0x0310  529 0x05 0x06 0x00000000
0x0311  530 0x05 0x06 0x00000000
0x0312  531 0x05 0x06 0x00000000
0x0313  532 0x05 0x06 0x00008087
0x0314  533 0x05 0x06 0x00005786
0x0315  534 0x05 0x06 0x00000001
0x0316  535 0x05 0x06 0x20505041
0x0317  536 0x05 0x06 0x20204d45
0x0318  537 0x05 0x06 0x808714c4
0x0319  538 0x05 0x06 0xe87ca900
0x031a  539 0x05 0x06 0x00000000
0x031b  540 0x05 0x06 0x00000002
0x031c  541 0x05 0x06 0x00000000
0x031d  542 0x05 0x06 0x00000000
0x031e  543 0x05 0x06 0x00000000
0x031f  544 0x05 0x06 0x00000000
0x0320  545 0x05 0x06 0x00000000
0x0321  546 0x05 0x06 0x00000000
0x0322  547 0x05 0x06 0x00010900
0x0323  548 0x05 0x06 0x00000000
0x0324  549 0x05 0x06 0x00000000
0x0325  550 0x05 0x06 0x00000000
0x0326  551 0x05 0x06 0x000bfffe
0x0327  552 0x05 0x06 0x00000000
0x0328  553 0x05 0x06 0x00000000
0x0329  554 0x05 0x06 0x00000000
0x032a  555 0x05 0x06 0x00000000
0x032b  556 0x05 0x06 0x00000000
0x032c  557 0x05 0x06 0x00000000
0x032d  558 0x05 0x06 0x00000000
0x032e  559 0x05 0x06 0x00000000
0x032f  560 0x05 0x06 0x00000000
0x0330  561 0x05 0x06 0x00000000
0x0331  562 0x05 0x06 0x00000000
0x0332  563 0x05 0x06 0x00010101
0x0333  564 0x05 0x06 0x00340000
0x0334  565 0x05 0x06 0x000000ff
0x0335  566 0x05 0x06 0x00001f1f
0x0336  567 0x05 0x06 0x00000000
0x0337  568 0x05 0x06 0x00700000
0x0338  569 0x05 0x06 0x00000000
0x0339  570 0x05 0x06 0x00000000
0x033a  571 0x05 0x06 0x00000000
0x033b  572 0x05 0x06 0x00000000
0x033c  573 0x05 0x06 0x00000000
0x033d  574 0x05 0x06 0x10000000
0x033e  575 0x05 0x06 0x00000000
0x033f  576 0x05 0x06 0x6400701f
0x0340  577 0x05 0x06 0x00000048
0x0341  578 0x05 0x06 0x00000000
0x0342  579 0x05 0x06 0x00000000
0x0343  580 0x05 0x06 0x6400700f
0x0344  581 0x05 0x06 0x00000008
0x0345  582 0x05 0x06 0x00000000
0x0346  583 0x05 0x06 0x00000000
0x0347  584 0x05 0x06 0x00000000
0x0348  585 0x05 0x06 0x00000000
0x0349  586 0x05 0x06 0x00000000
0x034a  587 0x05 0x06 0x00000000
0x034b  588 0x05 0x06 0x00000000
0x034c  589 0x05 0x06 0x00000000
0x034d  590 0x05 0x06 0x00000000
0x034e  591 0x05 0x06 0x00000000
0x034f  592 0x05 0x06 0x00202208
0x0350  593 0x05 0x06 0x00005528
0x0351  594 0x05 0x06 0x00000000
0x0352  595 0x05 0x06 0x00000000
0x0353  596 0x05 0x06 0x00000000
0x0354  597 0x05 0x06 0x00000000
0x0355  598 0x05 0x06 0x00000000
0x0356  599 0x05 0x06 0x00000000
0x0357  600 0x05 0x06 0x00000000
0x0358  601 0x05 0x06 0x00000000
0x0359  602 0x05 0x06 0x00000000
0x035a  603 0x05 0x06 0x00000000
0x035b  604 0x05 0x06 0x00000000
0x035c  605 0x05 0x06 0x00000000
0x035d  606 0x05 0x06 0x00000000
0x035e  607 0x05 0x06 0x00000000
0x035f  608 0x05 0x06 0x02000200
0x0360  609 0x05 0x06 0x08000000
0x0361  610 0x05 0x06 0x08e108e1
0x0362  611 0x05 0x06 0x02000004
0x0363  612 0x05 0x06 0x00000000
0x0364  613 0x05 0x06 0x00000000
0x0365  614 0x05 0x06 0x00000000
0x0366  615 0x05 0x06 0x00000000
0x0367  616 0x05 0x06 0x00000000
0x0368  617 0x05 0x06 0x00000000
0x0369  618 0x05 0x06 0x00000000
0x036a  619 0x05 0x06 0x00000000
0x036b  620 0x05 0x06 0x00000000
0x036c  621 0x05 0x06 0x00000000
0x036d  622 0x05 0x06 0x00000000
0x036e  623 0x05 0x06 0x00000000
0x036f  624 0x05 0x06 0x00000000
0x0370  625 0x05 0x06 0x00000000
0x0371  626 0x05 0x06 0x00000000
0x0372  627 0x05 0x06 0x00000000
0x0373  628 0x05 0x06 0x00000000
0x0374  629 0x05 0x06 0x00000000
0x0375  630 0x05 0x06 0x00000000
0x0376  631 0x05 0x06 0x00000000
0x0377  632 0x05 0x06 0x00000000
0x0378  633 0x05 0x06 0x00000000
0x0379  634 0x05 0x06 0x00000000
0x037a  635 0x05 0x06 0x00000000
0x037b  636 0x05 0x06 0x00000000
0x037c  637 0x05 0x06 0x00000000
0x037d  638 0x05 0x06 0x00000000
0x037e  639 0x05 0x06 0x00000000
0x037f  640 0x05 0x06 0x00000000
0x0380  641 0x05 0x06 0x00000000
0x0381  642 0x05 0x06 0x00000000
0x0382  643 0x05 0x06 0x00000000
0x0383  644 0x05 0x06 0x00000000
0x0384  645 0x05 0x06 0x00000000
0x0385  646 0x05 0x06 0x00000000
0x0386  647 0x05 0x06 0x00000000
0x0387  648 0x05 0x06 0x00000000
0x0388  649 0x05 0x06 0x00000000
0x0389  650 0x05 0x06 0x00000000
0x038a  651 0x05 0x06 0x00000000
0x038b  652 0x05 0x06 0x00000000
0x038c  653 0x05 0x06 0x00000000
0x038d  654 0x05 0x06 0x00000000
0x038e  655 0x05 0x06 0x00000000
0x038f  656 0x05 0x06 0x00000000
0x0390  657 0x05 0x06 0x00000000
0x0391  658 0x05 0x06 0x00000000
0x0392  659 0x05 0x06 0x00000000
0x0393  660 0x05 0x06 0x00000000
0x0394  661 0x05 0x06 0x00000000
0x0395  662 0x05 0x06 0x00000000
0x0396  663 0x05 0x06 0x00000000
0x0397  664 0x05 0x06 0x00000000
0x0398  665 0x05 0x06 0x00000000
0x0399  666 0x05 0x06 0x00000000
0x039a  667 0x05 0x06 0x00000000
0x039b  668 0x05 0x06 0x00000000
0x039c  669 0x05 0x06 0x00000000
0x039d  670 0x05 0x06 0x00000000
0x039e  671 0x05 0x06 0x00000000
0x039f  672 0x05 0x06 0x00000000
0x03a0  673 0x05 0x06 0x00031000
0x03a1  674 0x05 0x06 0x00000000
0x03a2  675 0x05 0x06 0x00000000
0x03a3  676 0x05 0x06 0x00000000
0x03a4  677 0x05 0x06 0x00000040
0x03a5  678 0x05 0x06 0x00001970
0x03a6  679 0x05 0x06 0x00000000
0x03a7  680 0x05 0x06 0x00000000
0x03a8  681 0x05 0x06 0x00000000
0x03a9  682 0x05 0x06 0x00000140
0x03aa  683 0x05 0x06 0x00000000
0x03ab  684 0x05 0x06 0x00000000
0x03ac  685 0x05 0x06 0x00000000
0x03ad  686 0x05 0x06 0x00000000
0x03ae  687 0x05 0x06 0x00000000
0x03af  688 0x05 0x06 0x00000000
0x03b0  689 0x05 0x06 0x11000009
0x03b1  690 0x05 0x06 0x00000000
0x03b2  691 0x05 0x06 0x00000000
0x03b3  692 0x05 0x06 0x00000000
0x03b4  693 0x05 0x06 0x00000000
0x03b5  694 0x05 0x06 0x00000000
0x03b6  695 0x05 0x06 0x00000000
0x03b7  696 0x05 0x06 0x00000000
0x03b8  697 0x05 0x06 0x00002c0f
0x03b9  698 0x05 0x06 0x00000000
0x03ba  699 0x05 0x06 0x00000000
0x03bb  700 0x05 0x06 0x00000000
0x03bc  701 0x05 0x06 0x00000000
0x03bd  702 0x05 0x06 0x00000000
0x03be  703 0x05 0x06 0x00000000
0x03bf  704 0x05 0x06 0x00003000
0x03c0  705 0x05 0x06 0x00000003
0x03c1  706 0x05 0x06 0x00000000
0x03c2  707 0x05 0x06 0x00000000
0x03c3  708 0x05 0x06 0x00000000
0x03c4  709 0x05 0x06 0x00000000
0x03c5  710 0x05 0x06 0x00000000
0x03c6  711 0x05 0x06 0x00000000
0x03c7  712 0x05 0x06 0x00000000
0x03c8  713 0x05 0x06 0x00000000
0x03c9  714 0x05 0x06 0x00000000
0x03ca  715 0x05 0x06 0x00000000
0x03cb  716 0x05 0x06 0x00000000
0x03cc  717 0x05 0x06 0x0000000a
0x03cd  718 0x05 0x06 0x00000000
0x03ce  719 0x05 0x06 0x00000000
0x03cf  720 0x05 0x06 0x00000000
0x03d0  721 0x05 0x06 0x00000000
0x03d1  722 0x05 0x06 0x00000000
0x03d2  723 0x05 0x06 0x00000000
0x03d3  724 0x05 0x06 0x00000000
0x03d4  725 0x05 0x06 0x00000000
0x03d5  726 0x05 0x06 0x00000000
0x03d6  727 0x05 0x06 0x00000000
0x03d7  728 0x05 0x06 0x00000000
0x03d8  729 0x05 0x06 0x00000000
0x03d9  730 0x05 0x06 0x00000000
0x03da  731 0x05 0x06 0x00000000
0x03db  732 0x05 0x06 0x65000000
0x03dc  733 0x05 0x06 0x0000009c
0x03dd  734 0x05 0x06 0x00000000
0x03de  735 0x05 0x06 0x00000000
0x03df  736 0x05 0x06 0x00000000
0x03e0  737 0x05 0x06 0x00000000
0x03e1  738 0x05 0x06 0x00000000
0x03e2  739 0x05 0x06 0x00000000
0x03e3  740 0x05 0x06 0x00000000
0x03e4  741 0x05 0x06 0x00000000
0x03e5  742 0x05 0x06 0x00000000
0x03e6  743 0x05 0x06 0x00000000
0x03e7  744 0x05 0x06 0x00000000
0x03e8  745 0x05 0x06 0x00000000
0x03e9  746 0x05 0x06 0x00000000
0x03ea  747 0x05 0x06 0x00000000
0x03eb  748 0x05 0x06 0x00000000
0x03ec  749 0x05 0x06 0x00000000
0x03ed  750 0x05 0x06 0x00000000
0x03ee  751 0x05 0x06 0x00000000
0x03ef  752 0x05 0x06 0x00000000
0x03f0  753 0x05 0x06 0x00000000
0x03f1  754 0x05 0x06 0x00000000
0x03f2  755 0x05 0x06 0x00000000
0x03f3  756 0x05 0x06 0x00001a1a
0x03f4  757 0x05 0x06 0x00000000
0x03f5  758 0x05 0x06 0x00000000
0x03f6  759 0x05 0x06 0x00000000
0x03f7  760 0x05 0x06 0x00000000
0x03f8  761 0x05 0x06 0x00000000
0x03f9  762 0x05 0x06 0x00002222
0x03fa  763 0x05 0x06 0xc0000000
0x03fb  764 0x05 0x06 0x00000000
0x03fc  765 0x05 0x06 0x00000000
0x03fd  766 0x05 0x06 0x00000000
0x03fe  767 0x05 0x06 0x00000000
0x03ff  768 0x05 0x06 0x00010000
0x0400  769 0x05 0x06 0x00000000
0x0401  770 0x05 0x06 0x00000000
0x0402  771 0x05 0x06 0x00000000
0x0403  772 0x05 0x06 0x00000000
0x0404  773 0x05 0x06 0x00000000
0x0405  774 0x05 0x06 0x00000000
0x0406  775 0x05 0x06 0x00000000
0x0407  776 0x05 0x06 0x00000000
0x0408  777 0x05 0x06 0x00000000
0x0409  778 0x05 0x06 0x00000000
0x040a  779 0x05 0x06 0x00000000
0x040b  780 0x05 0x06 0x00000000
0x040c  781 0x05 0x06 0x00000000
0x040d  782 0x05 0x06 0x00000000
0x040e  783 0x05 0x06 0x00000000
0x040f  784 0x05 0x06 0x00000000
0x0410  785 0x05 0x06 0x00000000
0x0411  786 0x05 0x06 0x00000000
0x0412  787 0x05 0x06 0x00000000
0x0413  788 0x05 0x06 0x00008087
0x0414  789 0x05 0x06 0x00005786
0x0415  790 0x05 0x06 0x00000001
0x0416  791 0x05 0x06 0x20505041
0x0417  792 0x05 0x06 0x20204d45
0x0418  793 0x05 0x06 0x808714c4
0x0419  794 0x05 0x06 0xe87ca900
0x041a  795 0x05 0x06 0x00000000
0x041b  796 0x05 0x06 0x00000003
0x041c  797 0x05 0x06 0x00000000
0x041d  798 0x05 0x06 0x00000000
0x041e  799 0x05 0x06 0x00000000
0x041f  800 0x05 0x06 0x00000000
0x0420  801 0x05 0x06 0x00000000
0x0421  802 0x05 0x06 0x00000000
0x0422  803 0x05 0x06 0x00010900
0x0423  804 0x05 0x06 0x00000000
0x0424  805 0x05 0x06 0x00000000
0x0425  806 0x05 0x06 0x00000000
0x0426  807 0x05 0x06 0x000bfffe
0x0427  808 0x05 0x06 0x00000000
0x0428  809 0x05 0x06 0x00000000
0x0429  810 0x05 0x06 0x00000000
0x042a  811 0x05 0x06 0x00000000
0x042b  812 0x05 0x06 0x00000000
0x042c  813 0x05 0x06 0x00000000
0x042d  814 0x05 0x06 0x00000000
0x042e  815 0x05 0x06 0x00000000
0x042f  816 0x05 0x06 0x00000000
0x0430  817 0x05 0x06 0x00000000
0x0431  818 0x05 0x06 0x00000000
0x0432  819 0x05 0x06 0x00010101
0x0433  820 0x05 0x06 0x00340000
0x0434  821 0x05 0x06 0x000000ff
0x0435  822 0x05 0x06 0x00001f1f
0x0436  823 0x05 0x06 0x00000000
0x0437  824 0x05 0x06 0x00700000
0x0438  825 0x05 0x06 0x00000000
0x0439  826 0x05 0x06 0x00000000
0x043a  827 0x05 0x06 0x00000000
0x043b  828 0x05 0x06 0x00000000
0x043c  829 0x05 0x06 0x00000000
0x043d  830 0x05 0x06 0x10000000
0x043e  831 0x05 0x06 0x00000000
0x043f  832 0x05 0x06 0x6400701f
0x0440  833 0x05 0x06 0x00000048
0x0441  834 0x05 0x06 0x00000000
0x0442  835 0x05 0x06 0x00000000
0x0443  836 0x05 0x06 0x6400700f
0x0444  837 0x05 0x06 0x00000008
0x0445  838 0x05 0x06 0x00000000
0x0446  839 0x05 0x06 0x00000000
0x0447  840 0x05 0x06 0x00000000
0x0448  841 0x05 0x06 0x00000000
0x0449  842 0x05 0x06 0x00000000
0x044a  843 0x05 0x06 0x00000000
0x044b  844 0x05 0x06 0x00000000
0x044c  845 0x05 0x06 0x00000000
0x044d  846 0x05 0x06 0x00000000
0x044e  847 0x05 0x06 0x00000000
0x044f  848 0x05 0x06 0x0020220c
0x0450  849 0x05 0x06 0x00005528
0x0451  850 0x05 0x06 0x00000000
0x0452  851 0x05 0x06 0x00000000
0x0453  852 0x05 0x06 0x00000000
0x0454  853 0x05 0x06 0x00000000
0x0455  854 0x05 0x06 0x00000000
0x0456  855 0x05 0x06 0x00000000
0x0457  856 0x05 0x06 0x00000000
0x0458  857 0x05 0x06 0x00000000
0x0459  858 0x05 0x06 0x00000000
0x045a  859 0x05 0x06 0x00000000
0x045b  860 0x05 0x06 0x00000000
0x045c  861 0x05 0x06 0x00000000
0x045d  862 0x05 0x06 0x00000000
0x045e  863 0x05 0x06 0x00000000
0x045f  864 0x05 0x06 0x02000200
0x0460  865 0x05 0x06 0x08000000
0x0461  866 0x05 0x06 0x08e108e1
0x0462  867 0x05 0x06 0x02000004
0x0463  868 0x05 0x06 0x00000000
0x0464  869 0x05 0x06 0x00000000
0x0465  870 0x05 0x06 0x00000000
0x0466  871 0x05 0x06 0x00000000
0x0467  872 0x05 0x06 0x00000000
0x0468  873 0x05 0x06 0x00000000
0x0469  874 0x05 0x06 0x00000000
0x046a  875 0x05 0x06 0x00000000
0x046b  876 0x05 0x06 0x00000000
0x046c  877 0x05 0x06 0x00000000
0x046d  878 0x05 0x06 0x00000000
0x046e  879 0x05 0x06 0x00000000
0x046f  880 0x05 0x06 0x00000000
0x0470  881 0x05 0x06 0x00000000
0x0471  882 0x05 0x06 0x00000000
0x0472  883 0x05 0x06 0x00000000
0x0473  884 0x05 0x06 0x00000000
0x0474  885 0x05 0x06 0x00000000
0x0475  886 0x05 0x06 0x00000000
0x0476  887 0x05 0x06 0x00000000
0x0477  888 0x05 0x06 0x00000000
0x0478  889 0x05 0x06 0x00000000
0x0479  890 0x05 0x06 0x00000000
0x047a  891 0x05 0x06 0x00000000
0x047b  892 0x05 0x06 0x00000000
0x047c  893 0x05 0x06 0x00000000
0x047d  894 0x05 0x06 0x00000000
0x047e  895 0x05 0x06 0x00000000
0x047f  896 0x05 0x06 0x00000000
0x0480  897 0x05 0x06 0x00000000
0x0481  898 0x05 0x06 0x00000000
0x0482  899 0x05 0x06 0x00000000
0x0483  900 0x05 0x06 0x00000000
0x0484  901 0x05 0x06 0x00000000
0x0485  902 0x05 0x06 0x00000000
0x0486  903 0x05 0x06 0x00000000
0x0487  904 0x05 0x06 0x00000000
0x0488  905 0x05 0x06 0x00000000
0x0489  906 0x05 0x06 0x00000000
0x048a  907 0x05 0x06 0x00000000
0x048b  908 0x05 0x06 0x00000000
0x048c  909 0x05 0x06 0x00000000
0x048d  910 0x05 0x06 0x00000000
0x048e  911 0x05 0x06 0x00000000
0x048f  912 0x05 0x06 0x00000000
0x0490  913 0x05 0x06 0x00000000
0x0491  914 0x05 0x06 0x00000000
0x0492  915 0x05 0x06 0x00000000
0x0493  916 0x05 0x06 0x00000000
0x0494  917 0x05 0x06 0x00000000
0x0495  918 0x05 0x06 0x00000000
0x0496  919 0x05 0x06 0x00000000
0x0497  920 0x05 0x06 0x00000000
0x0498  921 0x05 0x06 0x00000000
0x0499  922 0x05 0x06 0x00000000
0x049a  923 0x05 0x06 0x00000000
0x049b  924 0x05 0x06 0x00000000
0x049c  925 0x05 0x06 0x00000000
0x049d  926 0x05 0x06 0x00000000
0x049e  927 0x05 0x06 0x00000000
0x049f  928 0x05 0x06 0x00000000
0x04a0  929 0x05 0x06 0x00031000
0x04a1  930 0x05 0x06 0x00000000
0x04a2  931 0x05 0x06 0x00000000
0x04a3  932 0x05 0x06 0x00000000
0x04a4  933 0x05 0x06 0x00000040
0x04a5  934 0x05 0x06 0x00001970
0x04a6  935 0x05 0x06 0x00000000
0x04a7  936 0x05 0x06 0x00000000
0x04a8  937 0x05 0x06 0x00000000
0x04a9  938 0x05 0x06 0x00000140
0x04aa  939 0x05 0x06 0x00000000
0x04ab  940 0x05 0x06 0x00000000
0x04ac  941 0x05 0x06 0x00000000
0x04ad  942 0x05 0x06 0x00000000
0x04ae  943 0x05 0x06 0x00000000
0x04af  944 0x05 0x06 0x00000000
0x04b0  945 0x05 0x06 0x11000009
0x04b1  946 0x05 0x06 0x00000000
0x04b2  947 0x05 0x06 0x00000000
0x04b3  948 0x05 0x06 0x00000000
0x04b4  949 0x05 0x06 0x00000000
0x04b5  950 0x05 0x06 0x00000000
0x04b6  951 0x05 0x06 0x00000000
0x04b7  952 0x05 0x06 0x00000000
0x04b8  953 0x05 0x06 0x00002c0f
0x04b9  954 0x05 0x06 0x00000000
0x04ba  955 0x05 0x06 0x00000000
0x04bb  956 0x05 0x06 0x00000000
0x04bc  957 0x05 0x06 0x00000000
0x04bd  958 0x05 0x06 0x00000000
0x04be  959 0x05 0x06 0x00000000
0x04bf  960 0x05 0x06 0x00003000
0x04c0  961 0x05 0x06 0x00000003
0x04c1  962 0x05 0x06 0x00000000
0x04c2  963 0x05 0x06 0x00000000
0x04c3  964 0x05 0x06 0x00000000
0x04c4  965 0x05 0x06 0x00000000
0x04c5  966 0x05 0x06 0x00000000
0x04c6  967 0x05 0x06 0x00000000
0x04c7  968 0x05 0x06 0x00000000
0x04c8  969 0x05 0x06 0x00000000
0x04c9  970 0x05 0x06 0x00000000
0x04ca  971 0x05 0x06 0x00000000
0x04cb  972 0x05 0x06 0x00000000
0x04cc  973 0x05 0x06 0x0000000a
0x04cd  974 0x05 0x06 0x00000000
0x04ce  975 0x05 0x06 0x00000000
0x04cf  976 0x05 0x06 0x00000000
0x04d0  977 0x05 0x06 0x00000000
0x04d1  978 0x05 0x06 0x00000000
0x04d2  979 0x05 0x06 0x00000000
0x04d3  980 0x05 0x06 0x00000000
0x04d4  981 0x05 0x06 0x00000000
0x04d5  982 0x05 0x06 0x00000000
0x04d6  983 0x05 0x06 0x00000000
0x04d7  984 0x05 0x06 0x00000000
0x04d8  985 0x05 0x06 0x00000000
0x04d9  986 0x05 0x06 0x00000000
0x04da  987 0x05 0x06 0x00000000
0x04db  988 0x05 0x06 0x65000000
0x04dc  989 0x05 0x06 0x0000009c
0x04dd  990 0x05 0x06 0x00000000
0x04de  991 0x05 0x06 0x00000000
0x04df  992 0x05 0x06 0x00000000
0x04e0  993 0x05 0x06 0x00000000
0x04e1  994 0x05 0x06 0x00000000
0x04e2  995 0x05 0x06 0x00000000
0x04e3  996 0x05 0x06 0x00000000
0x04e4  997 0x05 0x06 0x00000000
0x04e5  998 0x05 0x06 0x00000000
0x04e6  999 0x05 0x06 0x00000000
0x04e7 1000 0x05 0x06 0x00000000
0x04e8 1001 0x05 0x06 0x00000000
0x04e9 1002 0x05 0x06 0x00000000
0x04ea 1003 0x05 0x06 0x00000000
0x04eb 1004 0x05 0x06 0x00000000
0x04ec 1005 0x05 0x06 0x00000000
0x04ed 1006 0x05 0x06 0x00000000
0x04ee 1007 0x05 0x06 0x00000000
0x04ef 1008 0x05 0x06 0x00000000
0x04f0 1009 0x05 0x06 0x00000000
0x04f1 1010 0x05 0x06 0x00000000
0x04f2 1011 0x05 0x06 0x00000000
0x04f3 1012 0x05 0x06 0x00001a1a
0x04f4 1013 0x05 0x06 0x00000000
0x04f5 1014 0x05 0x06 0x00000000
0x04f6 1015 0x05 0x06 0x00000000
0x04f7 1016 0x05 0x06 0x00000000
0x04f8 1017 0x05 0x06 0x00000000
0x04f9 1018 0x05 0x06 0x00002222
0x04fa 1019 0x05 0x06 0xc0000000
0x04fb 1020 0x05 0x06 0x00000000
0x04fc 1021 0x05 0x06 0x00000000
0x04fd 1022 0x05 0x06 0x00000000
0x04fe 1023 0x05 0x06 0x00000000
0x04ff 1024 0x05 0x06 0x00010000
0x0500 1025 0x05 0x06 0x4d4f5244
0x0501 1026 0x05 0x06 0x20202020
0x0502 1027 0x05 0x06 0xffffffff
0x0503 1028 0x05 0x06 0xffffffff
0x0504 1029 0x05 0x06 0xfdbc0093
0x0505 1030 0x05 0x06 0x871f7645
0x0506 1031 0x05 0x06 0x74833c80
0x0507 1032 0x05 0x06 0x00b70123
0x0508 1033 0x05 0x06 0x41b600ed
0x0509 1034 0x05 0x06 0xffffffff
0x050a 1035 0x05 0x06 0xffffffff
0x050b 1036 0x05 0x06 0xffffffff
0x050c 1037 0x05 0x06 0xffffffff
0x050d 1038 0x05 0x06 0xffffffff
0x050e 1039 0x05 0x06 0xffffffff
0x050f 1040 0x05 0x06 0xffffffff
0x0510 1041 0x05 0x06 0x09000200
0x0511 1042 0x05 0x06 0x00000022
0x0512 1043 0x05 0x06 0x00000000
