USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         117  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [rcu_tasks_rude_kthread]
root         118  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [rcu_tasks_trace_kthread]
root         119  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [kauditd]
root         121  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [oom_reaper]
root         123  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-writeback]
root         124  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [kcompactd0]
root         125  0.0  0.0      0     0 ?        SN   12:56   0:00  \_ [ksmd]
root         126  0.0  0.0      0     0 ?        SN   12:56   0:00  \_ [khugepaged]
root         127  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-kblockd]
root         128  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-blkcg_punt_bio]
root         129  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-kintegrityd]
root         131  0.5  0.0      0     0 ?        S    12:56   0:02  \_ [irq/9-acpi]
root         132  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/12:1-events]
root         133  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-tpm_dev_wq]
root         134  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-ata_sff]
root         135  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-md_bitmap]
root         136  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-md]
root         137  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-edac-poller]
root         138  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-devfreq_wq]
root         139  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [watchdogd]
root         140  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-quota_events_unbound]
root         142  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/12:1H-kblockd]
root         143  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/10:1-events]
root         144  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [kswapd0]
root         145  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-cryptd]
root         147  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/7:1-kacpi_notify]
root         149  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-kthrotld]
root         150  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/122-aerdrv]
root         151  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/123-aerdrv]
root         152  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/123-pciehp]
root         153  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/124-aerdrv]
root         154  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/124-pciehp]
root         155  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/125-aerdrv]
root         156  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/127-pciehp]
root         157  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/128-pciehp]
root         158  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/129-pciehp]
root         159  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-acpi_thermal_pm]
root         160  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/6:1-events]
root         161  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [hwrng]
root         166  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-hfi-updates]
root         167  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-dm_bufio_cache]
root         168  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-mld]
root         169  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-ipv6_addrconf]
root         170  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/11:1H-i915_cleanup]
root         171  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-kstrp]
root         172  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/1:1-i915-unordered]
root         173  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/5:1-events]
root         174  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/8:1-events]
root         176  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/2:1-events]
root         187  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/13:1-i915-unordered]
root         189  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/u67:0-hci0]
root         190  0.1  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/u68:0-i915_flip]
root         191  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/u69:0-rb_allocator]
root         262  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/6:1H-i915_cleanup]
root         263  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/9:1-events]
root         264  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/2:1H-i915_cleanup]
root         266  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/7:1H-i915_cleanup]
root         303  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/9:1H-kblockd]
root         305  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/13:1H-kblockd]
root         311  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/8:1H-i915_cleanup]
root         315  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/10:1H-i915_cleanup]
root         325  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/6:2-events]
root         339  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/1:1H-i915_cleanup]
root         392  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/0:1H-kblockd]
root         422  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/13:2-events]
root         429  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/1:2-i915-unordered]
root         430  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/3:1H-kblockd]
root         480  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/15:1H-kblockd]
root         481  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/5:1H-i915_cleanup]
root         482  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/4:1H-i915_cleanup]
root         483  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/14:1H-kblockd]
root         486  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/12:4-events]
root         491  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-nvme-wq]
root         492  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-nvme-reset-wq]
root         493  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-nvme-delete-wq]
root         494  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-nvme-auth-wq]
root         496  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/5:2-mm_percpu_wq]
root         501  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/4:1-events_power_efficient]
root         511  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-ttm]
root         512  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [card1-crtc0]
root         513  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [card1-crtc1]
root         514  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [card1-crtc2]
root         515  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [card1-crtc3]
root         516  0.1  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/u64:2-i915]
root         517  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/4:2-events]
root         525  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-btrfs-worker]
root         526  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-btrfs-delalloc]
root         527  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-btrfs-flush_delalloc]
root         528  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-btrfs-cache]
root         529  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-btrfs-fixup]
root         530  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-btrfs-endio]
root         531  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-btrfs-endio-meta]
root         532  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-btrfs-rmw]
root         533  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-btrfs-endio-write]
root         534  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-btrfs-freespace-write]
root         535  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-btrfs-delayed-meta]
root         536  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-btrfs-qgroup-rescan]
root         537  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [btrfs-cleaner]
root         538  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [btrfs-transaction]
root         564  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/10:2-events]
root         565  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/u65:4-flush-btrfs-1]
root         568  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/u65:7-events_unbound]
root         570  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/u65:9-btrfs-endio-write]
root         571  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/8:3-events]
root         573  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-USBC000:00-con1]
root         574  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-USBC000:00-con2]
root         588  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/u66:2-btrfs-endio-write]
root         589  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/u66:3-events_unbound]
root         642  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [psimon]
root         659  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/0:2-mm_percpu_wq]
root         689  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/u65:10-btrfs-endio-write]
root         690  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/u65:11-events_unbound]
root         691  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/u65:12-btrfs-endio-write]
root         692  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/u65:13-btrfs-endio-write]
root         702  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [psimon]
root         781  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/2:2-kacpi_notify]
root         794  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/u67:1-hci0]
root         799  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/9:2-mm_percpu_wq]
root         800  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/198-mei_me]
root         809  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-cfg80211]
root         814  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/16-processor_thermal_device_pci]
root         819  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/204-iwlwifi:default_queue]
root         820  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/205-iwlwifi:queue_1]
root         821  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/206-iwlwifi:queue_2]
root         822  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/207-iwlwifi:queue_3]
root         823  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/208-iwlwifi:queue_4]
root         824  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/209-iwlwifi:queue_5]
root         825  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/210-iwlwifi:queue_6]
root         826  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/211-iwlwifi:queue_7]
root         827  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/212-iwlwifi:queue_8]
root         828  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/213-iwlwifi:queue_9]
root         829  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/214-iwlwifi:queue_10]
root         830  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/215-iwlwifi:queue_11]
root         831  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/216-iwlwifi:queue_12]
root         832  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/217-iwlwifi:queue_13]
root         833  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/218-iwlwifi:queue_14]
root         834  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [irq/219-iwlwifi:exception]
root         837  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-led_workqueue]
root         848  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/3:2-events]
root         889  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/7:3-events]
root         899  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [jbd2/nvme0n1p5-8]
root         900  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-ext4-rsv-conversion]
root         951  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/u68:1-rb_allocator]
root        1054  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [psimon]
root        1062  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [psimon]
root        1077  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/u66:6-btrfs-endio-write]
root        1263  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-rpciod]
root        1264  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-xprtiod]
root        1354  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/u66:8-kvfree_rcu_reclaim]
root        1507  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/14:3-events_freezable]
root        2631  0.0  0.0      0     0 ?        S<   12:56   0:00  \_ [krfcommd]
root        2825  0.0  0.0      0     0 ?        I    12:56   0:00  \_ [kworker/u65:14-btrfs-endio-write]
root        4207  0.0  0.0      0     0 ?        I<   12:56   0:00  \_ [kworker/R-wg-crypt-wt0]
root        4434  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [napi/wt0-0]
root        4435  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [napi/wt0-0]
root        4436  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [napi/wt0-0]
root        4437  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [napi/wt0-0]
root        4438  0.0  0.0      0     0 ?        S    12:56   0:00  \_ [napi/wt0-0]
root        4443  0.0  0.0      0     0 ?        S    12:57   0:00  \_ [napi/wt0-0]
root        4659  0.0  0.0      0     0 ?        I<   12:57   0:00  \_ [kworker/u69:1-rb_allocator]
root        4702  0.0  0.0      0     0 ?        I    12:57   0:00  \_ [kworker/11:3-events]
root        4755  0.0  0.0      0     0 ?        S    12:57   0:00  \_ [nv_queue]
root        4756  0.0  0.0      0     0 ?        S    12:57   0:00  \_ [nv_mem_pool_scrubber_queue]
root        4757  0.0  0.0      0     0 ?        S    12:57   0:00  \_ [nv_mem_pool_scrubber_queue]
root        4758  0.0  0.0      0     0 ?        S    12:57   0:00  \_ [nv_mem_pool_scrubber_queue]
root        4759  0.0  0.0      0     0 ?        S    12:57   0:00  \_ [nv_queue]
root        4760  0.3  0.0      0     0 ?        S    12:57   0:01  \_ [nv_open_q]
root        4761  0.0  0.0      0     0 ?        S    12:57   0:00  \_ [aorus-qwd-0400]
root        4888  0.0  0.0      0     0 ?        S    12:57   0:00  \_ [UVM global queue]
root        4889  0.0  0.0      0     0 ?        S    12:57   0:00  \_ [UVM deferred release queue]
root        4890  0.0  0.0      0     0 ?        S    12:57   0:00  \_ [UVM Tools Event Queue]
root        6854  0.0  0.0      0     0 ?        I    12:57   0:00  \_ [kworker/15:2-events]
root        8087  0.0  0.0      0     0 ?        S    12:57   0:00  \_ [psimon]
root       10538  0.0  0.0      0     0 ?        I<   13:00   0:00  \_ [kworker/u68:2]
root       11283  0.0  0.0      0     0 ?        I    13:02   0:00  \_ [kworker/2:0-kacpi_notify]
root       11309  0.0  0.0      0     0 ?        I    13:02   0:00  \_ [kworker/4:0-kacpi_notify]
root       11813  0.1  0.0      0     0 ?        I    13:02   0:00  \_ [kworker/1:0-kacpi_notify]
root       11839  0.2  0.0      0     0 ?        I    13:02   0:00  \_ [kworker/u64:0-i915]
root       11844  0.0  0.0      0     0 ?        I    13:02   0:00  \_ [kworker/6:0-wg-crypt-wt0]
root       12301  0.0  0.0      0     0 ?        I    13:02   0:00  \_ [kworker/5:0-kacpi_notify]
root       12302  0.0  0.0      0     0 ?        I    13:02   0:00  \_ [kworker/8:0-events]
root       12328  0.0  0.0      0     0 ?        I    13:02   0:00  \_ [kworker/9:0-events]
root       12329  0.0  0.0      0     0 ?        I    13:02   0:00  \_ [kworker/7:0-kacpi_notify]
root       12330  0.0  0.0      0     0 ?        I    13:02   0:00  \_ [kworker/11:1-kacpi_notify]
root       12331  0.0  0.0      0     0 ?        I    13:02   0:00  \_ [kworker/12:0-kacpi_notify]
root       12357  0.0  0.0      0     0 ?        I    13:03   0:00  \_ [kworker/3:1-events]
root       12867  0.0  0.0      0     0 ?        I    13:03   0:00  \_ [kworker/10:0-events]
root           1  0.3  0.0  40760 22128 ?        Ss   12:56   0:01 /usr/lib/systemd/systemd --switched-root --system --deserialize=60 rhgb
root         653  0.0  0.0 133136 25624 ?        Ss   12:56   0:00 /usr/lib/systemd/systemd-journald
root         681  0.0  0.0  16616  7008 ?        Ss   12:56   0:00 /usr/lib/systemd/systemd-userdbd
root       11845  0.0  0.0  17076  7212 ?        S    13:02   0:00  \_ systemd-userwork: waiting...
root       11871  0.0  0.0  17076  6768 ?        S    13:02   0:00  \_ systemd-userwork: waiting...
root       11872  0.0  0.0  17076  6824 ?        S    13:02   0:00  \_ systemd-userwork: waiting...
root         697  0.2  0.0  42880 17352 ?        Ss   12:56   0:00 /usr/lib/systemd/systemd-udevd
root         703  0.0  0.0  45980 17356 ?        S    12:56   0:00  \_ (udev-worker)
root         704  0.0  0.0  45832 16744 ?        S    12:56   0:00  \_ (udev-worker)
root         705  0.0  0.0  45720 14832 ?        S    12:56   0:00  \_ (udev-worker)
